id;placette;longueur;largeur;fleur;sous-parcelle;date;JJ;etat;note
MMA1101;A1;51;41;1;11;2017-05-12;132;;
MMA1102;A1;55;50;1;11;2017-05-12;132;;
MMA1103;A1;50;46;0;11;2017-05-12;132;;
MMA1104;A1;57;51;1;11;2017-05-12;132;;
MMA1105;A1;52;53;1;11;2017-05-12;132;;
MMA1106;A1;55;50;1;11;2017-05-12;132;;
MMA1107;A1;52;46;1;11;2017-05-12;132;;
MMA1108;A1;71;69;1;11;2017-05-12;132;;
MMA1109;A1;55;52;1;11;2017-05-12;132;;
MMA1110;A1;62;50;1;11;2017-05-12;132;;
MMA1111;A1;52;43;0;11;2017-05-12;132;;
MMA1112;A1;65;60;0;11;2017-05-12;132;;
MMA1113;A1;51;36;1;11;2017-05-12;132;;
MMA1114;A1;62;51;1;11;2017-05-12;132;;
MMA1115;A1;53;46;0;12;2017-05-12;132;;
MMA1116;A1;50;47;1;12;2017-05-12;132;;
MMA1117;A1;50;41;0;12;2017-05-12;132;;
MMA1118;A1;61;61;1;12;2017-05-12;132;;
MMA1119;A1;59;66;1;12;2017-05-12;132;;
MMA1120;A1;69;73;1;12;2017-05-12;132;;
MMA1121;A1;62;55;1;12;2017-05-12;132;;
MMA1122;A1;65;46;0;12;2017-05-12;132;;
MMA1123;A1;51;46;0;12;2017-05-12;132;;
MMA1124;A1;50;41;0;13;2017-05-12;132;;
MMA1125;A1;52;47;0;13;2017-05-12;132;;
MMA1126;A1;65;59;1;13;2017-05-12;132;;
MMA1127;A1;62;55;1;13;2017-05-12;132;;
MMA1128;A1;57;53;0;13;2017-05-12;132;;
MMA1129;A1;50;39;0;13;2017-05-12;132;;
MMA1130;A1;51;39;0;13;2017-05-12;132;;
MMA1131;A1;60;62;1;13;2017-05-12;132;;
MMA1132;A1;55;50;1;13;2017-05-12;132;;
MMA1133;A1;52;40;0;13;2017-05-12;132;;
MMA1134;A1;58;50;0;14;2017-05-12;132;;
MMA1135;A1;55;42;0;14;2017-05-12;132;;
MMA1136;A1;52;32;0;14;2017-05-12;132;;
MMA1137;A1;79;70;1;14;2017-05-12;132;;
MMA1138;A1;57;44;0;14;2017-05-12;132;;
MMA1139;A1;61;67;1;14;2017-05-12;132;;
MMA1140;A1;54;32;0;14;2017-05-12;132;;
MMA1141;A1;55;38;0;14;2017-05-12;132;;
MMA1142;A1;62;57;1;14;2017-05-12;132;;
MMA1143;A1;65;60;1;14;2017-05-12;132;;
MMA1144;A1;50;33;0;14;2017-05-12;132;;
MMA1145;A1;70;66;1;14;2017-05-12;132;;
MMA1146;A1;51;38;0;14;2017-05-12;132;;
MMA1147;A1;60;40;0;14;2017-05-12;132;;
MMA1148;A1;52;38;1;14;2017-05-12;132;;
MMA1149;A1;50;47;1;14;2017-05-12;132;;
MMA1150;A1;58;59;1;14;2017-05-12;132;;
MMA1151;A1;54;47;1;14;2017-05-12;132;;
MMA1152;A1;50;51;1;14;2017-05-12;132;;
MMA1153;A1;56;40;0;14;2017-05-12;132;;
MMA1154;A1;53;40;0;15;2017-05-12;132;;
MMA1155;A1;65;55;1;16;2017-05-12;132;;
MMA1156;A1;54;51;1;16;2017-05-12;132;;
MMA1157;A1;50;49;1;16;2017-05-12;132;;
MMA1158;A1;52;37;0;16;2017-05-12;132;;
MMA1159;A1;50;40;0;16;2017-05-12;132;;
MMA1160;A1;78;73;1;16;2017-05-12;132;;
MMA1161;A1;52;43;1;16;2017-05-12;132;;
MMA1162;A1;51;44;1;16;2017-05-12;132;;
MMA1163;A1;57;53;0;16;2017-05-12;132;;
MMA1164;A1;54;40;0;16;2017-05-12;132;;
MMA1165;A1;50;41;0;16;2017-05-12;132;;
MMA1166;A1;50;31;0;16;2017-05-12;132;;
MMA1167;A1;52;39;0;17;2017-05-12;132;;
MMA1168;A1;55;41;1;17;2017-05-12;132;;
MMA1169;A1;56;49;1;17;2017-05-12;132;;
MMA1170;A1;50;31;0;17;2017-05-12;132;;
MMA1171;A1;52;50;1;17;2017-05-12;132;;
MMA1172;A1;66;58;1;17;2017-05-12;132;;
MMA1173;A1;55;53;1;17;2017-05-12;132;;
MMA1174;A1;52;50;1;17;2017-05-12;132;;
MMA1175;A1;61;52;1;17;2017-05-12;132;;
MMA1176;A1;51;54;0;17;2017-05-12;132;;
MMA1177;A1;52;32;0;17;2017-05-12;132;;
MMA1178;A1;62;56;1;17;2017-05-12;132;;
MMA1179;A1;62;41;0;17;2017-05-12;132;;
MMA1180;A1;71;55;1;17;2017-05-12;132;;
MMA1181;A1;50;37;1;17;2017-05-12;132;;
MMA1182;A1;71;53;1;17;2017-05-12;132;;
MMA1183;A1;55;39;0;17;2017-05-12;132;;
MMA1184;A1;62;62;0;18;2017-05-12;132;;
MMA1185;A1;50;45;0;18;2017-05-12;132;;
MMA1186;A1;59;55;1;18;2017-05-12;132;;
MMA1187;A1;61;56;1;18;2017-05-12;132;;
MMA1188;A1;52;40;0;18;2017-05-12;132;;
MMA1189;A1;50;41;1;18;2017-05-12;132;;
MMA1190;A1;54;47;1;18;2017-05-12;132;;
MMA1191;A1;61;47;0;18;2017-05-12;132;;
MMA1192;A1;51;47;0;18;2017-05-12;132;;
MMA1193;A1;55;52;1;18;2017-05-12;132;;
MMA1194;A1;55;44;1;18;2017-05-12;132;;
MMA1195;A1;55;49;1;18;2017-05-12;132;;
MMA1196;A1;51;45;1;19;2017-05-12;132;;
MMA1197;A1;60;62;1;19;2017-05-12;132;;
MMA1198;A1;50;40;1;19;2017-05-12;132;;
MMA1199;A1;56;41;0;19;2017-05-12;132;;
MMA1200;A1;54;56;1;19;2017-05-12;132;;
MMB1001;B1;52;51;1;1;2017-05-13;133;;
MMB1002;B1;64;61;1;1;2017-05-13;133;;
MMB1003;B1;68;70;1;1;2017-05-13;133;;
MMB1004;B1;51;39;0;1;2017-05-13;133;;
MMB1005;B1;63;58;1;1;2017-05-13;133;;
MMB1006;B1;59;54;1;1;2017-05-13;133;;
MMB1007;B1;50;43;0;1;2017-05-13;133;;
MMB1008;B1;61;64;1;1;2017-05-13;133;;
MMB1009;B1;67;63;1;1;2017-05-13;133;;
MMB1010;B1;50;31;0;1;2017-05-13;133;;
MMB1011;B1;50;50;1;1;2017-05-13;133;;
MMB1012;B1;53;43;0;1;2017-05-13;133;;
MMB1013;B1;55;42;1;1;2017-05-13;133;;
MMB1014;B1;64;44;0;2;2017-05-13;133;;
MMB1015;B1;58;53;1;2;2017-05-13;133;;
MMB1016;B1;61;52;1;2;2017-05-13;133;;
MMB1017;B1;52;49;1;2;2017-05-13;133;;
MMB1018;B1;71;61;1;2;2017-05-13;133;;
MMB1019;B1;51;34;0;2;2017-05-13;133;;
MMB1020;B1;57;60;1;2;2017-05-13;133;;
MMB1021;B1;55;48;1;2;2017-05-13;133;;
MMB1022;B1;51;43;0;2;2017-05-13;133;;
MMB1023;B1;63;51;0;2;2017-05-13;133;;
MMB1024;B1;56;50;1;2;2017-05-13;133;;
MMB1025;B1;50;39;1;3;2017-05-13;133;;
MMB1026;B1;55;34;0;3;2017-05-13;133;;
MMB1027;B1;67;49;0;3;2017-05-13;133;;
MMB1028;B1;56;32;0;3;2017-05-13;133;;
MMB1029;B1;59;56;1;4;2017-05-13;133;;
MMB1030;B1;56;46;1;3;2017-05-13;133;;
MMB1031;B1;59;52;0;4;2017-05-13;133;;
MMB1032;B1;57;42;0;4;2017-05-13;133;;
MMB1033;B1;51;45;1;3;2017-05-13;133;;
MMB1034;B1;69;66;1;4;2017-05-13;133;;
MMB1035;B1;55;45;1;4;2017-05-13;133;;
MMB1036;B1;61;51;1;4;2017-05-13;133;;
MMB1037;B1;57;53;1;4;2017-05-13;133;;
MMB1038;B1;52;42;0;4;2017-05-13;133;;
MMB1039;B1;59;41;1;4;2017-05-13;133;;
MMB1040;B1;54;48;1;4;2017-05-13;133;;
MMB1041;B1;52;33;0;4;2017-05-13;133;;
MMB1042;B1;57;51;0;4;2017-05-13;133;;
MMB1043;B1;67;62;0;4;2017-05-13;133;;
MMB1044;B1;59;44;0;5;2017-05-13;133;;
MMB1045;B1;60;49;0;5;2017-05-13;133;;
MMB1046;B1;62;53;0;5;2017-05-13;133;;
MMB1047;B1;65;50;0;5;2017-05-13;133;;
MMB1048;B1;61;53;0;5;2017-05-13;133;;
MMB1049;B1;51;37;0;5;2017-05-13;133;;
MMB1050;B1;53;49;0;5;2017-05-13;133;;
MMB1051;B1;54;41;1;5;2017-05-13;133;;
MMB1052;B1;52;41;1;5;2017-05-13;133;;
MMB1053;B1;52;43;0;5;2017-05-13;133;;
MMB1054;B1;52;41;0;5;2017-05-13;133;;
MMB1055;B1;50;41;0;5;2017-05-13;133;;
MMB1056;B1;76;72;1;5;2017-05-13;133;;
MMB1057;B1;64;48;1;5;2017-05-13;133;;
MMB1058;B1;50;43;0;5;2017-05-13;133;;
MMB1059;B1;55;46;0;6;2017-05-13;133;;
MMB1060;B1;50;47;0;6;2017-05-13;133;;
MMB1061;B1;57;38;0;6;2017-05-13;133;;
MMB1062;B1;57;41;0;6;2017-05-13;133;;
MMB1063;B1;67;50;0;6;2017-05-13;133;;
MMB1064;B1;71;58;1;6;2017-05-13;133;;
MMB1065;B1;58;52;0;6;2017-05-13;133;;
MMB1066;B1;51;45;0;6;2017-05-13;133;;
MMB1067;B1;54;53;1;6;2017-05-13;133;;
MMB1068;B1;52;45;1;6;2017-05-13;133;;
MMB1069;B1;58;45;0;6;2017-05-13;133;;
MMB1070;B1;64;55;1;6;2017-05-13;133;;
MMB1071;B1;50;39;0;6;2017-05-13;133;;
MMB1072;B1;51;49;1;7;2017-05-13;133;;
MMB1073;B1;57;40;0;7;2017-05-13;133;;
MMB1074;B1;62;56;1;7;2017-05-13;133;;
MMB1075;B1;50;39;0;7;2017-05-13;133;;
MMB1076;B1;53;44;0;7;2017-05-13;133;;
MMB1077;B1;50;48;1;7;2017-05-13;133;;
MMB1078;B1;58;47;0;7;2017-05-13;133;;
MMB1079;B1;56;41;0;7;2017-05-13;133;;
MMB1080;B1;56;42;0;7;2017-05-13;133;;
MMB1081;B1;50;33;0;7;2017-05-13;133;;
MMB1082;B1;66;60;1;7;2017-05-13;133;;
MMB1083;B1;56;51;0;7;2017-05-13;133;;
MMB1084;B1;67;49;0;7;2017-05-13;133;;
MMB1085;B1;50;39;0;7;2017-05-13;133;;
MMB1086;B1;53;39;0;7;2017-05-13;133;;
MMB1087;B1;54;44;0;7;2017-05-13;133;;
MMB1088;B1;53;43;0;7;2017-05-13;133;;
MMB1089;B1;52;49;1;7;2017-05-13;133;;
MMB1090;B1;50;32;0;7;2017-05-13;133;;
MMB1091;B1;52;32;0;7;2017-05-13;133;;
MMB1092;B1;52;38;0;7;2017-05-13;133;;
MMB1093;B1;52;44;1;7;2017-05-13;133;;
MMB1094;B1;50;44;0;7;2017-05-13;133;;
MMB1095;B1;55;42;0;8;2017-05-13;133;;
MMB1096;B1;53;48;0;8;2017-05-13;133;;
MMB1097;B1;54;43;1;8;2017-05-13;133;;
MMB1098;B1;62;41;0;8;2017-05-13;133;;
MMB1099;B1;64;51;0;8;2017-05-13;133;;
MMB1100;B1;57;47;0;8;2017-05-13;133;;
MMB1101;B1;53;42;0;8;2017-05-13;133;;
MMB1102;B1;59;55;1;8;2017-05-13;133;;
MMB1103;B1;50;39;1;8;2017-05-13;133;;
MMB1104;B1;50;45;1;8;2017-05-13;133;;
MMB1105;B1;58;44;0;8;2017-05-13;133;;
MMB1106;B1;50;40;1;8;2017-05-13;133;;
MMB1107;B1;54;39;1;8;2017-05-13;133;;
MMB1108;B1;57;55;1;8;2017-05-13;133;;
MMB1109;B1;65;58;0;8;2017-05-13;133;;
MMB1110;B1;66;59;1;8;2017-05-13;133;;
MMB1111;B1;50;46;1;8;2017-05-13;133;;
MMB1112;B1;59;45;1;8;2017-05-13;133;;
MMB1113;B1;50;35;0;9;2017-05-13;133;;
MMB1114;B1;54;39;0;9;2017-05-13;133;;
MMB1115;B1;58;40;0;9;2017-05-13;133;;
MMB1116;B1;54;42;0;9;2017-05-13;133;;
MMB1117;B1;57;42;0;9;2017-05-13;133;;
MMB1118;B1;59;49;0;9;2017-05-13;133;;
MMB1119;B1;55;38;0;9;2017-05-13;133;;
MMB1120;B1;55;43;0;9;2017-05-13;133;;
MMB1121;B1;50;36;0;9;2017-05-13;133;;
MMB1122;B1;52;40;0;9;2017-05-13;133;;
MMB1123;B1;65;57;1;9;2017-05-13;133;;
MMB1124;B1;59;39;0;9;2017-05-13;133;;
MMB1125;B1;56;46;1;9;2017-05-13;133;;
MMB1126;B1;59;51;1;9;2017-05-13;133;;
MMB1127;B1;60;51;1;10;2017-05-13;133;;
MMB1128;B1;51;41;0;10;2017-05-13;133;;
MMB1129;B1;53;39;1;10;2017-05-13;133;;
MMB1130;B1;56;44;0;10;2017-05-13;133;;
MMB1131;B1;51;51;0;10;2017-05-13;133;;
MMB1132;B1;56;43;0;10;2017-05-13;133;;
MMB1133;B1;54;42;0;10;2017-05-13;133;;
MMB1134;B1;62;50;0;10;2017-05-13;133;;
MMB1135;B1;50;37;0;10;2017-05-13;133;;
MMB1136;B1;51;35;0;10;2017-05-13;133;;
MMB1137;B1;63;55;1;10;2017-05-13;133;;
MMB1138;B1;54;50;0;10;2017-05-13;133;;
MMB1139;B1;50;37;0;10;2017-05-13;133;;
MMB1140;B1;61;41;0;10;2017-05-13;133;;
MMB1141;B1;55;43;0;10;2017-05-13;133;;
MMB1142;B1;70;70;1;10;2017-05-13;133;;
MMB1143;B1;53;40;0;10;2017-05-13;133;;
MMB1144;B1;57;46;0;10;2017-05-13;133;;
MMB1145;B1;57;46;0;10;2017-05-13;133;;
MMB1146;B1;51;38;0;10;2017-05-13;133;;
MMB1147;B1;53;45;1;10;2017-05-13;133;;
MMB1148;B1;63;51;1;10;2017-05-13;133;;
MMB1149;B1;52;31;1;10;2017-05-13;133;;
MMB1150;B1;56;43;0;11;2017-05-13;133;;
MMB1151;B1;58;42;0;10;2017-05-13;133;;
MMB1152;B1;59;43;0;10;2017-05-13;133;;
MMB1153;B1;51;41;1;11;2017-05-13;133;;
MMB1154;B1;59;53;1;11;2017-05-13;133;;
MMB1155;B1;56;42;0;11;2017-05-13;133;;
MMB1156;B1;73;56;0;11;2017-05-13;133;;
MMB1157;B1;70;61;1;11;2017-05-13;133;;
MMB1158;B1;57;49;0;11;2017-05-13;133;;
MMB1159;B1;50;39;0;11;2017-05-13;133;;
MMB1160;B1;65;65;0;11;2017-05-13;133;;
MMB1161;B1;54;48;0;11;2017-05-13;133;;
MMB1162;B1;62;56;1;11;2017-05-13;133;;
MMB1163;B1;58;46;0;11;2017-05-13;133;;
MMB1164;B1;72;58;1;11;2017-05-13;133;;
MMB1165;B1;58;50;0;11;2017-05-13;133;;
MMB1166;B1;60;48;0;11;2017-05-13;133;;
MMB1167;B1;51;41;0;11;2017-05-13;133;;
MMB1168;B1;50;42;0;12;2017-05-13;133;;
MMB1169;B1;51;39;0;12;2017-05-13;133;;
MMB1170;B1;56;50;0;12;2017-05-13;133;;
MMB1171;B1;54;43;0;12;2017-05-13;133;;
MMB1172;B1;54;44;0;12;2017-05-13;133;;
MMB1173;B1;51;38;0;12;2017-05-13;133;;
MMB1174;B1;51;35;0;12;2017-05-13;133;;
MMB1175;B1;54;37;0;12;2017-05-13;133;;
MMB1176;B1;52;52;1;12;2017-05-13;133;;
MMB1177;B1;52;44;0;12;2017-05-13;133;;
MMB1178;B1;58;40;0;12;2017-05-13;133;;
MMB1179;B1;55;40;0;12;2017-05-13;133;;
MMB1180;B1;50;41;0;12;2017-05-13;133;;
MMB1181;B1;58;53;0;12;2017-05-13;133;;
MMB1182;B1;50;33;0;12;2017-05-13;133;;
MMB1183;B1;58;43;0;12;2017-05-13;133;;
MMB1184;B1;60;52;0;12;2017-05-13;133;;
MMB1185;B1;50;36;0;12;2017-05-13;133;;
MMB1186;B1;50;36;0;12;2017-05-13;133;;
MMB1187;B1;53;42;0;12;2017-05-13;133;;
MMB1188;B1;54;31;0;12;2017-05-13;133;;
MMB1189;B1;61;40;0;12;2017-05-13;133;;
MMB1190;B1;56;58;1;12;2017-05-13;133;;
MMB1191;B1;64;58;0;12;2017-05-13;133;;
MMB1192;B1;53;38;0;12;2017-05-13;133;;
MMB1193;B1;64;55;1;12;2017-05-13;133;;
MMB1194;B1;66;41;0;12;2017-05-13;133;;
MMB1195;B1;57;45;0;12;2017-05-13;133;;
MMB1196;B1;60;40;0;12;2017-05-13;133;;
MMB1197;B1;61;55;0;12;2017-05-13;133;;
MMB1198;B1;54;35;0;12;2017-05-13;133;;
MMB1199;B1;65;47;1;12;2017-05-13;133;;
MMB1200;B1;55;40;0;12;2017-05-13;133;;
MMB1201;B1;61;45;0;13;2017-05-13;133;;
MMB1202;B1;55;46;1;13;2017-05-13;133;;
MMB1203;B1;53;39;0;13;2017-05-13;133;;
MMB1204;B1;51;40;0;13;2017-05-13;133;;
MMB1205;B1;54;37;0;13;2017-05-13;133;;
MMB1206;B1;50;35;0;13;2017-05-13;133;;
MMB1207;B1;50;41;0;13;2017-05-13;133;;
MMB1208;B1;60;40;0;13;2017-05-13;133;;
MMB1209;B1;51;42;0;13;2017-05-13;133;;
MMB1210;B1;52;44;0;13;2017-05-13;133;;
MMC1001;C1;80;71;1;1;2017-05-17;137;;
MMC1002;C1;56;40;0;1;2017-05-17;137;;
MMC1003;C1;75;77;1;1;2017-05-17;137;;
MMC1004;C1;50;36;0;1;2017-05-17;137;;
MMC1005;C1;64;49;0;1;2017-05-17;137;;
MMC1006;C1;62;44;0;1;2017-05-17;137;;
MMC1007;C1;59;42;0;1;2017-05-17;137;;
MMC1008;C1;54;35;0;1;2017-05-17;137;;
MMC1009;C1;62;44;0;1;2017-05-17;137;;
MMC1010;C1;62;41;0;1;2017-05-17;137;;
MMC1011;C1;69;41;0;1;2017-05-17;137;;
MMC1012;C1;67;54;0;1;2017-05-17;137;;
MMC1013;C1;70;51;0;1;2017-05-17;137;;
MMC1014;C1;54;33;0;1;2017-05-17;137;;
MMC1015;C1;61;51;0;1;2017-05-17;137;;
MMC1016;C1;60;39;0;2;2017-05-17;137;;
MMC1017;C1;52;41;0;2;2017-05-17;137;;
MMC1018;C1;54;44;0;2;2017-05-17;137;;
MMC1019;C1;53;43;0;2;2017-05-17;137;;
MMC1020;C1;68;67;0;2;2017-05-17;137;;
MMC1021;C1;55;32;0;2;2017-05-17;137;;
MMC1022;C1;50;35;0;2;2017-05-17;137;;
MMC1023;C1;52;33;0;2;2017-05-17;137;;
MMC1024;C1;67;57;0;2;2017-05-17;137;;
MMC1025;C1;55;31;0;2;2017-05-17;137;;
MMC1026;C1;78;80;1;2;2017-05-17;137;;
MMC1027;C1;66;55;0;2;2017-05-17;137;;
MMC1028;C1;66;71;1;2;2017-05-17;137;;
MMC1029;C1;71;71;0;2;2017-05-17;137;;
MMC1030;C1;74;58;1;2;2017-05-17;137;;
MMC1031;C1;69;52;0;2;2017-05-17;137;;
MMC1032;C1;50;31;0;2;2017-05-17;137;;
MMC1033;C1;68;55;0;2;2017-05-17;137;;
MMC1034;C1;79;72;0;2;2017-05-17;137;;
MMC1035;C1;78;73;0;2;2017-05-17;137;;
MMC1036;C1;70;60;0;2;2017-05-17;137;;
MMC1037;C1;56;55;0;2;2017-05-17;137;;
MMC1038;C1;66;59;0;2;2017-05-17;137;;
MMC1039;C1;52;34;0;2;2017-05-17;137;;
MMC1040;C1;57;43;0;2;2017-05-17;137;;
MMC1041;C1;56;39;0;2;2017-05-17;137;;
MMC1042;C1;74;57;0;2;2017-05-17;137;;
MMC1043;C1;63;49;0;2;2017-05-17;137;;
MMC1044;C1;64;51;0;2;2017-05-17;137;;
MMC1045;C1;71;72;1;2;2017-05-17;137;;
MMC1046;C1;81;58;1;2;2017-05-17;137;;
MMC1047;C1;65;48;0;2;2017-05-17;137;;
MMC1048;C1;75;52;0;2;2017-05-17;137;;
MMC1049;C1;76;70;1;2;2017-05-17;137;;
MMC1050;C1;62;51;0;2;2017-05-17;137;;
MMC1051;C1;51;23;0;2;2017-05-17;137;;
MMC1052;C1;57;40;0;2;2017-05-17;137;;
MMC1053;C1;51;33;0;3;2017-05-17;137;;
MMC1054;C1;54;30;0;3;2017-05-17;137;;
MMC1055;C1;77;55;0;4;2017-05-17;137;;
MMC1056;C1;86;73;0;4;2017-05-17;137;;
MMC1057;C1;71;61;0;4;2017-05-17;137;;
MMC1058;C1;73;61;1;4;2017-05-17;137;;
MMC1059;C1;79;65;1;4;2017-05-17;137;;
MMC1060;C1;79;64;1;4;2017-05-17;137;;
MMC1061;C1;89;66;1;4;2017-05-17;137;;
MMC1062;C1;83;66;0;4;2017-05-17;137;;
MMC1063;C1;56;39;0;4;2017-05-17;137;;
MMC1064;C1;51;30;0;4;2017-05-17;137;;
MMC1065;C1;64;43;1;4;2017-05-17;137;;
MMC1066;C1;55;48;0;4;2017-05-17;137;;
MMC1067;C1;68;52;0;4;2017-05-17;137;;
MMC1068;C1;68;42;0;4;2017-05-17;137;;
MMC1069;C1;64;43;0;4;2017-05-17;137;;
MMC1070;C1;72;58;1;4;2017-05-17;137;;
MMC1071;C1;75;52;1;4;2017-05-17;137;;
MMC1072;C1;71;43;1;5;2017-05-17;137;;
MMC1073;C1;75;71;1;7;2017-05-17;137;;
MMC1074;C1;55;39;0;7;2017-05-17;137;;
MMC1075;C1;71;52;0;7;2017-05-17;137;;
MMC1076;C1;56;30;0;7;2017-05-17;137;;
MMC1077;C1;56;44;0;7;2017-05-17;137;;
MMC1078;C1;68;43;0;7;2017-05-17;137;;
MMC1079;C1;116;116;1;5;2017-05-17;137;;
MMC1080;C1;51;35;0;5;2017-05-17;137;;
MMC1081;C1;53;31;0;5;2017-05-17;137;;
MMC1082;C1;89;80;1;5;2017-05-17;137;;
MMC1083;C1;60;49;0;5;2017-05-17;137;;
MMC1084;C1;54;36;0;5;2017-05-17;137;;
MMC1085;C1;61;56;0;6;2017-05-17;137;;
MMC1086;C1;66;54;0;6;2017-05-17;137;;
MMC1087;C1;57;61;0;6;2017-05-17;137;;
MMC1088;C1;60;50;0;6;2017-05-17;137;;
MMC1089;C1;68;51;0;6;2017-05-17;137;;
MMC1090;C1;55;44;0;6;2017-05-17;137;;
MMC1091;C1;73;65;0;6;2017-05-17;137;;
MMC1092;C1;63;49;0;6;2017-05-17;137;;
